trade_date,q1,q2,q3,q4,q5,long_short,long_short_nav
20260226,0.009002911,0.00816666,0.007234496,0.0060455133,0.0036006344,-0.0054022763,1.3620831
20260227,-8.1265076e-05,-0.012334804,-0.020180523,-0.02454752,-0.024843672,-0.024762407,1.3283546
20260302,-0.043354772,-0.03467364,-0.03326362,-0.027203478,-0.019136107,0.024218665,1.3605256
20260303,-0.0002507161,-0.0028255342,-0.0076298076,-0.0076139704,-0.009252053,-0.009001337,1.3482791
20260304,0.008442621,0.011084662,0.012020756,0.01439464,0.014059588,0.0056169676,1.3558525
20260305,0.0059592845,0.01261031,0.01584345,0.020807916,0.021285307,0.015326022,1.3766323
20260306,-0.0050676926,-0.008579482,-0.0072329994,-0.008636364,-0.009010792,-0.003943099,1.3712041
20260309,0.019210765,0.017537918,0.01656319,0.017431118,0.017356541,-0.0018542241,1.3686616
20260310,0.00093451026,-0.00039661358,0.0005371818,-0.0028548404,-0.001448085,-0.002382595,1.3654007
20260311,-0.009866191,-0.00654942,-0.007837878,-0.0061923764,-0.006386441,0.00347975,1.3701519
20260312,-0.020233624,-0.012095835,-0.0070981625,-0.0038117534,-0.0026208588,0.017612765,1.3942841
20260313,-0.0019130476,0.0005416229,0.0025311238,0.002297427,0.001436563,0.0033496106,1.3989545
20260316,-0.028707651,-0.020514263,-0.01775577,-0.015894014,-0.013443461,0.015264191,1.4203084
20260317,0.014552348,0.010091704,0.008830024,0.010354406,0.0072391345,-0.007313214,1.4099214
20260318,-0.02371309,-0.024903359,-0.023736387,-0.024138542,-0.026220642,-0.0025075525,1.4063859
20260319,-0.020047404,-0.021448389,-0.02337606,-0.025381068,-0.022737041,-0.0026896372,1.4026031
20260320,-0.039479442,-0.047724936,-0.053062946,-0.058130447,-0.060999356,-0.021519914,1.3724192
20260323,0.026773112,0.02960166,0.03302029,0.03815116,0.042518854,0.015745742,1.394029
20260324,0.020449664,0.019751206,0.019048816,0.019809743,0.018046942,-0.0024027228,1.3906796
20260325,-0.017193489,-0.015715046,-0.013135055,-0.014541379,-0.014214359,0.0029791296,1.3948226
20260326,0.011993911,0.01267326,0.01608111,0.015039802,0.014677675,0.0026837643,1.398566
20260327,0.000554349,0.00082023133,0.0025139698,0.0043729255,0.0036633594,0.0031090104,1.4029142
20260330,-0.022476155,-0.0158803,-0.012685582,-0.011958976,-0.008084827,0.014391328,1.4231039
20260331,0.018844746,0.018508038,0.016424246,0.016214991,0.016398005,-0.0024467409,1.419622
20260401,-0.016565336,-0.016631288,-0.014287945,-0.015346325,-0.010952471,0.005612865,1.42759
20260402,-0.013435237,-0.01709852,-0.0229873,-0.024179535,-0.027635304,-0.014200067,1.4073181
20260403,0.009190971,0.010290161,0.014153971,0.01725185,0.0180028,0.00881183,1.4197192
20260407,0.043886244,0.039979056,0.038218986,0.037159093,0.039638665,-0.0042475797,1.4136888
20260408,0.0013063571,-0.008885329,-0.012625534,-0.016541414,-0.018508105,-0.019814461,1.3856772
20260409,0.0037615914,0.009103784,0.00946657,0.01151489,0.012362951,0.00860136,1.3975959
20260410,0.0074260845,0.00079463125,-0.0006687281,-0.0009098185,-0.0027812722,-0.010207357,1.3833301
20260413,0.017576678,0.011711993,0.008955539,0.0067990487,0.004956664,-0.012620013,1.3658724
20260414,-0.0058215056,-0.0035250573,-0.0026703896,-0.0026167436,-0.0018159914,0.004005514,1.3713435
20260415,0.020124022,0.01380101,0.013493785,0.013229482,0.012561189,-0.007562833,1.3609723
20260416,0.012058915,0.003655161,0.0014250933,-0.0009741047,0.003071131,-0.008987783,1.3487401
20260417,0.01143073,0.009362825,0.006578262,0.006813725,0.0060646227,-0.0053661074,1.3415027
20260420,-0.00041635166,-0.0048303003,-0.0038554112,-0.0032686684,-0.0026869862,-0.0022706345,1.3384566
20260421,0.016467653,0.007116562,0.003657996,0.0012758304,0.0019358983,-0.014531755,1.3190066
20260422,-0.01793293,-0.011217697,-0.011158422,-0.009082,-0.008670532,0.009262397,1.3312237
20260423,-0.0065600546,-0.008318209,-0.006851696,-0.0018179971,-0.0023157822,0.0042442726,1.3368739
20260424,0.008603358,0.0055983406,0.008181324,0.0081857,0.0068787816,-0.0017245761,1.3345683
20260427,-0.010256952,-0.0100471005,-0.01331735,-0.010705767,-0.0068418467,0.003415105,1.339126
20260428,0.015094145,0.011409121,0.011064727,0.013167329,0.013597954,-0.0014961911,1.3371224
20260429,0.0067050317,0.005349832,0.0042440523,0.0031634492,0.0025820802,-0.0041229515,1.3316095
20260430,0.032272406,0.019165043,0.01362361,0.007339115,0.0059803054,-0.0262921,1.2965987
20260506,0.025908878,0.014300113,0.010507949,0.0067727645,0.0049284827,-0.020980395,1.2693955
20260507,0.006013945,0.008467725,0.0110486485,0.010752544,0.011381634,0.0053676884,1.2762091
20260508,0.021764247,0.011032584,0.008695581,0.0045205047,0.0015870314,-0.020177215,1.2504587
20260511,-0.0031149278,-0.00695576,-0.010444739,-0.01386197,-0.012368284,-0.009253357,1.2388878
20260512,0.021320896,0.010893421,0.006999794,0.0043487046,0.0027825425,-0.018538354,1.2159208
20260513,-0.02172882,-0.019485652,-0.019303564,-0.01467672,-0.013579914,0.008148905,1.2258292
20260514,-0.010260227,-0.0028598541,-0.0027475005,-0.005029162,-0.0067103985,0.0035498287,1.2301807
20260515,0.006432879,0.0019492753,-0.0013995315,-0.0013393892,-0.0050596925,-0.011492571,1.2160429
20260518,0.013485905,0.009943567,0.00908255,0.007603091,0.0110176075,-0.0024682973,1.2130413
20260519,0.0063877706,-0.0064452356,-0.009262002,-0.0103715295,-0.014776723,-0.021164494,1.1873679
20260520,-0.03926604,-0.027278583,-0.024956016,-0.026306074,-0.02563035,0.013635689,1.2035584
20260521,0.033172388,0.015206077,0.013263104,0.013574083,0.008973371,-0.024199016,1.1744335
